,content_cut
21987,yle = color : rgb80 125 175 ; > ﻿ ﻿ 我 是 一名 初中生 ， 是 在 2015 年 开始 接触 球球 的 。 在 2015 年 是 一名 小学生 不会 玩乱 玩 的 。 2016 年 在 摸索 球球 玩法 ， 技巧 。 2017 年 上 了 初中 ， 学会 玩球 球 ， 接受 球球 。 2018 年 开始 认真 的 玩 ， 上 了 超神 ， 获得 了 最高 段位 记录 。 今年 我 将要 努力学习 ， 努力 玩球 球 ， 可是 … … 可是 我 那些 老 玩家 朋友 们 却 不知 回 不 回游 ， 今天 过后 将 是 新年 ， 我 希望 可以 接触 到 许多 会 玩 的 队友 ， 有意 的 可以 加 我 ！ 明天 就是 新年 了 ， 我祝 大家 新年快乐 ， 万事如意 ！ 球球 号 : 4076988 QQ号 : 1402300718 路过 的 小 哥哥 呗 小姐姐 ， 大哥 大姐 给 个 赞 呗 ！ ！
21988,
21989,球福得福 ， 希望 2019 技术 进步
21990,不 拿 第一 叫 * 常 吗 ？
21991,emmmmm … … 玩球 球 已经 两年 了 技术 还是 不好 球球 是 一个 很 好玩 的 游戏 往后 的 往后 我 也 会 一直 一直 喜欢 球球 和 支持 球球 的 手动 比个 心 ❤ ️ 祝 大家 新年快乐 吖 ！
21992,刺激
21993,祝 大家 新 的 一年 快快乐乐 怎么样 ？
21994,新 弄 得 拉力赛 啥意思 ？ 任务 获得 米数 调低 ， 任务 数量 减 一半 ， 一天 就 给 4 个 任务 ， 不 花钱买 路程 能到 200 公里 ？ 我 就 说 mv 里 说 反省 纯属 扯淡 ， 又 明摆着 圈钱 ？ ？
21995,希望 现在 在 一起 过年 的 人 ， 下 一年 也 在
21996,玩球 球大 作战 三年 了 ， 曾经 有 几次 退游 ， 但 还是 舍不得 。 要 玩 的 ID : 40385651
21997,要 赚 翻 了 呀
21998,队友 + 只 打团 的 那种 最好 mvp500 以上
21999,
22000,
22001,下面 全都 是 2019
22002,像 春风 拂脸 般的 温柔 可爱 美丽大方 的 小 姗姗 ﻿ @ 情姗
22003,@ Corrupt 晚点 ﻿ 大哥 厉害
22004,球球 大 作战 艺术家 小哈涂 什么 时候 出 皮肤 啊 ， 请 知道 的 大神 可以 告诉 我 吗 … …
22005,球球 缺 队友 ， 会玩侧 涨 的 小球 球加 我 ， 237198098 球球 号
22006,没有 你 做 不到 的 ， 只是 你 有没有 努力
22007,孢子 变形 扑克牌 怎么 获得
22008,有 谁 知道 画廊 里面 的 香蕉 猫 碎片 足够 了 之后 在 哪里 合成 吗 ？
22009,推荐 的 这些 都 是 什么 非主流 ， 打 那么 多字 不累 吗 ， 我 看着 都 累 。
22010,我 玩球 球 3 年 了 没有 很多 皮肤 但 还好
22011,被窝 趴着 打球 球昂 ? 一惯 姿势 ， 嗯 ～ 舒服 ?
22012,哎 ！ 醉 了 。
22013,hh ， 一群 圈粉 的 ， 盗用 被 人 的 故事 ， 不亏信 么
22014,香蕉 猫 到 哪 合成 ？ ？ ？
22015,yle = color : rgb81 80 70 ; > 玩球 球 三年 了 ， 删 了 下 ， 下 了 删 ， 最 开始 因为 段位 失去 了 很多 朋友 ， 闹过 很多 不 愉快 ， 现在 不想 再 因为 游戏 失去 任何 一个 人 ， 然后 想 找 一个 脾气好 的 女生 做 感情 队友 ， 技术 什么 都 不 重要 ， 有 的话 可以 关注 一下
22016,OK
22017,在 玩球 球中 第一次 看到 这样 的 情况 感觉 怪怪的 不 知道 为什么 又 感觉 有点 可爱 。
22018,来 玩游戏 就是 浪费时间 ， 玩 的 开心 ， 骂人 和 疯狗 勿扰 模式
22019,这些 好友 你们 能 回来 吗 ？ 我 好 想念 过去 啊 。 。 一起 打球 球 的 时光 真的 很 珍贵 妍 宠 _ 你 能 回来 吗 我 到底 做错 了 什么 哇 呜呜 呜 ~
22020,哈
22021,
22022,怀念 最初 的 球球 ， 怀念 最初 的 朋友 ， 没有 手段 没有 骗球 只 * 技术 赢得 所有
22023,小姐 了 们 ， 交友 嘛 ， 网恋 嘛 ， 俺会花 洒 吐 。 还有 一个 秘密 ， 买 保险 嘛 ？ 俺 不 卖 ， 不过 我 有 卖 保险 的 电话 ！ ?
22024,一起 玩 呀
22025,超神 了 打 了 好久 呜呜 呜 … ~
22026,出个 对友 呗 ， 大神 双刷 荣耀 局 那种 哦 ！
22028,嘿 小可爱 别 走 也许 我们 能交个 朋友 ?
22029,起源 这个 皮肤 谁 喜欢 啊 … …
22030,球球 曾经 的 我 退游 三次 ， 最终 还是 回来 了 。 它 给 我 带来 了 喜怒 悲哀 ， 我 是 一名 球球 三年 老 玩家 ， 希望 有 更 多 的 人 支持 我 。 球球 不 老 ， 陪你到 老 ！
22031,通宵 打 的
22032,陪球球
22033,加
22034,充值 会员 后 未 得到 棒棒糖 与 金 蘑菇
22036,到 最后 你们 走 了 一批 又 一批 ， 剩下 我 还 在 坚持 着 ， 游戏 已经 不是 当初 的 游戏 ， 现在 的 游戏 没有 任何 目标 跟 快乐 ， 没有 那 一群群 吹 着 牛批 送球互 怼 互 甩 锅 的 人 ， 这些 都 是 我 一段 成长 的 回忆 ， 我 真的 不想 走 。 我 想 你们 了 。 ﻿ @ 北 洺 有魚 ﻿ ﻿ @ 話念 ﻿ ﻿ @ 乔治 佩佩猪 ﻿ ﻿ @ 秋初 v ﻿ ﻿ @ 坏人 锡
22037,我 不 知道 咋个 话题 能 引来 什么 ， 但是 我 还是 想 说 ， 球 没有 以前 的 好 了 ， 开始 充值 ， 购买 了 ， 以前 一起 叫 小伙伴 们 点 链接 领取 棒棒糖 金 蘑菇 的 * 子 没有 了 ， 但 现在 我 有 回归 了 ， 我 谢谢 队友 一直 没有 取关 我 ， 我 闹心 将会 陪伴 你们 直到 你们 不玩 。
22038,想 噶 好像 还是 不行 好 呀 撒
22039,有没有 小 哥哥 和 我 一起 玩 ， 有 的 关注 我 哦 ?
22040,
22041,只想 找 一个 双冠 队友 ， 心态 超级 好 的 那种 ， 最 主要 不 骂人 ， 滴滴
22042,有没有 想 打团 的 ， 实力 队友
22043,找个 团队 妹纸 ， 听话 的 ， ID 子恒 LOVE 小姐姐
22044,R 子过 的 好 快 ， 转眼 2018 年 了 ， 除了 我 跟 宝贝 开着 hey hey 房 打着 游戏 ， 基本上 熟络 的 好友 都 已经 退游 了 。 我 还 在 球球 岗位 坚持 着 。 没有 队友 的 时候 就 一个 人 随机 开 ， 后来 就 认识 了 ﻿ @ 鑫 仔带 青铜 ﻿ 。 这个 让 我 欢喜 让我忧 的 大 男孩 。 还 记得 认识 他 的 时候 ， 给 我 的 感觉 是 脾气 又 臭 ， 说话 比较 苛刻 ， 还 略带 些 高冷 ， 本来 就 害怕 打游戏 中会 有 不 开心 的 言语 ， 我 为了 缓解 这 尴尬 的 气氛 和 他 给 我 言语 上 带来 的 压力 ， 一直 跟 他 说 着 话 。 也许 就是 因为 一 整局 的 喋喋不休 引起 了 他 的 注意 ， 他 关注 了 我 。 通常 这种 情况 我 都 会 回关 。 之后 的 时间 里 他 有 拉 我 打游戏 。 我 因为 害怕 坑到 他 而 被 说 一直 不敢 去 。 直到 他 踩 了 我 的 嘿嘿 ， 聊天 的 次数 也 越来越 多 。 以前 的 那种 感觉 就 没有 了 ， 顺理成章 的 添加 了 联系方式 。 觉得 他 其实 很 好 相处 没有 打游戏 是 那 臭 脾气 。 而且 还 很 聊得 来 。 他 时常 会 拍 一些 他 身处 周围环境 的 照 ， 片 还有 他家 的 各种 标本 ， 还有 很大 很 可爱 的 河南 鼠 跟 其他 小 动物 的 照 。 片 。 他 出门 带 着 耳机 和 手机 一直 跟 我 L 着 麦 ， 分享 他 的 点点滴滴 ， 每天 都 有 聊 不 完 的 话题 ， 那 时候 的 我们 都 很 开心 。 甜蜜 的 剧情 都 是 一样 的 ， 然而 也 有 闹情绪 和 赌气 的 时候 。 记得 第一次 跟 他 闹脾气 ， 是 我 出去 晨跑 ， 然后 给 他 分享 了 很多 照片 ， 还给 他发 了 消息 ， 他 却 一直 不回 我 ， 之后 看到 他 在 打游戏 ， 那个 时候 真的 好 生气 。 之后 谁 也 不理 谁 。 然后 就 那样 不了了之 ， 差不多 一个月 没有 联系 ， 但是 嘿嘿 球球 和 其他 联系方式 都 还 保留 着 。 我 特别 不服气 ， 心理 想着 是 你 先 招惹 的 我 ， 现在 还 不理 我 ， 算 怎么 一 回事 ， 然后 主动 给 他 发 了 一条 消息 问 他 还要 不要 我 。 然后 就 这样 很 自然 的 就 和 好 了 。 第二次 闹别扭 ﻿ 是因为 他 跟 其他 女生 打游戏 ， 打游戏 无所谓 ， 但是 你 L 别人 就 不 对 了 ， 还 找 她 要 联系方式 ， 嘿嘿 本来 有 两个 管 。 理 。 一个 是 我 ， 另 一个 是 他 的 一个 好友 ， 男 的 ， 也 不 知道 因为 什么 原因 ， 他 下 了 男 好友 的 管 。 理不出 五分钟 就 给 了 那个 跟 她 打游戏 的 女生 ， 对于 我 而言 吃醋 和 生气 都 很 正常 ， 他 也 意识 到 自己 的 错误 主动 给 我 道歉 ， 我 也 选择 原谅 他 。 自从 那 件 事情 发生 了 以后 他 玩游戏 都 会 跟 女生 保持 距离 ， 以后 的 R 子 我们 也 从未 因为 这种 事情 而 吵架 。 我们 的 感情 也 逐渐 升温 如胶似漆 .... （ 未完待续 ... ）
22045,缺 队友 ， 留言 回关 。
22046,有 一起 冲榜 嘛
22047,迷雾 队友 啊 。 别 控制 ， 加 我 吧
22049,互关 呀 ID 45679704 野子 鹿
22050,开魔灵 春节 宝箱 开到 的 └ ^ O ^ ┘ ┌ ^ O ^ ┘
22051,? ? ? ? ? ? ? ? ?
22052,这 游戏 bug 是 真的 多 ， 你 看 我 段位
22053,盘 他
22054,找 不到 好 队友 有 想 一起 和 我 玩 的 关注 下
22055,我 的 cp 叫 ， ， ， ， ， ， ， ， ， ， ， ， ， ， ， ， ， ， ， ， ， ， ， ， 寵愛哟
22056,下不去 手 了 我 选择 放弃
22057,
22058,我 只 想 说 ， 这 两个 皮肤 哪儿 去 了 ， 刚 开通 黄金 车 ， 很 失望
22059,又 是 充能 不 成功 ， 我 自闭 了 ; ´ ༎ ຶ oo ༎ ຶ `
22060,你们 遇到 过 一打 九十九个 吗
22061,坏 了 又 变 了
22062,? ?
22063,找 一名 打快 手 花式 素材 的 球友 ♥ 打 双冠 ＋ 荣耀 局狂 吃 人 的 球友 ☞ 废话 不多 说 ! 直接 关注 我球球 ， 看 你 资料
22064,根本 攒 不齐 つ д ⊂
22066,800 + 的 观战 局 ， 我 的 队友 见 下图 ， 这是 * 着 不让 人 打团 吗 ？
22067,找 一个 长期 打 逃杀 的 队友 ， 心态 好 ， 练 * 作 ， 是 小姐姐 最好 ， 嘻嘻 ?
22068,现在 不怎么 玩 了 免费 借 私信 我
22069,2019.2 . 25
22070,回游 缺 队友 有麦 逗比 一点 的 圈子 别太大 哦
22071,md ， 打 生存 模式 的 人 就是 些 dog * ， 刚出生 就 十六分 拍 我 ， 没 吞噬 过球 啊 ， 狗 ? 玩意儿
22073,迷雾 ， 双冠 ， 双逃 ＋ 暖 男型 ， 活好 ，
22074,当初 最好 的 残影 ， 希望 * 返场
22075,有 早 女朋友 的 吗 有 早 的 发 私信
22076,蜗牛 和 葫芦 还 蛮 搭配 的 ☺
22077,什么 都 没有 ， 我 的 心好 痛 啊
22078,我 都 快 被 气 吐血 ， 那个 铁匠 是 坑人 的 吧 ！ 和 一个 低级 光环 精灵 群舞 我 砸 了 30 个 * 一个 都 没 合成 这 也 太 * 坑 了 吧 “ 用 辣妹子 合成 40 个 我 合成 一次 ” 我 都 有点 想 把 球球 删 了
22079,? ? ?
22080,
22081,不想 玩球 球 了 ， 卡得 不行 ， 不管 是 100 兆 电信宽带 ， 还是 用 自己 的 4G 网络 ， 都 是 一个样 ， x 比 以前 的 苹果 手机 还卡 。
22086,球球 已 不是 当年 的 球球 了 感觉 变味 了 怀念 以前 一起 玩 的 朋友 、 好友 很多 都 早就 退游 了 现在 玩 着 老 是 感觉 有种 孤独感 也许 我 现在 玩 的 只是 一种 情怀 吧 ， 你们 呢 ？
22087,* 有意者 加 qq2752645351
22090,处 心态 好 男固 搭 ， 要 声音 好听 的 ?
22091,怎么办 我 才 开 了 两个 两个 箱子 ? 球球会 不会 给 我 回收 去 了 我 show 等级 才 56 呀 ? ?
22092,退游 三个 月 今天 回来 了 ?
22093,寻找 会 玩 的 ， 重出江湖
22094,玩儿 了 三年 了 团战 匹配 永远 是 这个 样 。 超神带 四个 白银 选手 。 简直 就是 敌方 队友 ?
22095,口口声声 说 要 优化 游戏 ， 却 依旧 卡死 ， 我 大奖赛 打 到 第五 关 直接 卡死 ， 真的 郁闷
22096,草 ， 什么 * ， *
22098,biu ..... biu ........ biu
22099,不 知道 现在 的 人 怎么 了 ， 本来 就 不 认识 ， 我 把 号 借给 你们 玩 是 信 你们 ， 我 连 二级 密码 都 没 * ， 你们 还 把 我 号 给 盗 了 ， 队友 都 给 我 取关 了 ， 如果 有 曾经 的 队友 看到 请 重新 关注 我 ， 不好意思 了 ， 希望 球球 可以 多一点 有 素质 的 人 ， 少 一点 那种 狗
22100,我 TM5 人 4 人 挂机 ， 我 容易 吗 我 ？
22102,加油 冲超神 5 段 ！ ！ ！
22103,三年 的 回忆 ， ， ， ， ， ， ，
22104,球友 们 好 啊 。 发个 动态 ， 证明 我 还 活着
22106,昔 * 者 ， 今朝 超神 。 嘻嘻
22108,🙈
22109,不 喜欢 我 ， 我 就 * ˘ ︶ ˘ * . 。 . : * ♡ 😌 😌 😌
22110,为什么 给 别人 留 不了 言 这时候 该 咋办 ？
22111,
22113,
22114,喜欢
22115,现在 的 球球 大 作战 和 以前 的 不 一样 了 ， 到处 都 是 充钱
22116,Don ' t cry because it is over * ile because it happened . 不要 因为 结束 而 哭泣 ， 要 为 曾经 拥有 而 微笑 。
22118,wcnm
22119,
22120,关注 带飞
22121,玩 花式 逃杀 的 加 我 （ 只要 心态 好 ， 心态 不要 勿扰 ） ， 上线 时间 一般 都 在 周末
22122,退游 了 ， 各位 ， 拜拜 我 回来 的
22123,眼 ！
22124,如果 球球 中 有 机器猫 ， 那 说明 离 封号 不远 了
22125,这 * 什么 鬼 啊 ？ 💯 模式 全是 白 方块 ， 从 新 登录 好 几次 都 是 这样 … …
22126,这 世界 车水马龙 ， ， ，
22127,刚 开始 玩 的 时候 . 都 是 不会 玩 从 青铜 一步 一步 走 过来 的 . 所以 你 没有 那个 资本 去 瞧不起 谁 . 也 别 觉得 自己 超神 几百 星就傲 的 目中无人 . 可能 你 性子 很傲 . 那 你 可以 不用 搭理 这些 萌新 . 但是 你 没有 理由 更 没有 资格 去 讨厌 或者 骂 别人 . 也许 他们 玩球 球 只是 为了 和 朋友 消遣 娱乐 . 段位 在 他们 眼里 真的 一点 不 重要 . 男孩 女孩 们 都 骄傲 一点 . 没 必要 去 巴结 讨好 那些 所谓 的 大 手子 大神 . 没有 人会 因为 你 天天 给 他 说 好话 因为 你 巴结 他 讨好 他 就 把 你 当成 好 朋友 天天 带 你 上 段 的 除了 你 是 妹子 而且 说话 夹 着 b 那种 每个 人 都 有 自己 的 圈子 圈 小圈 大 初衷 不 就是 为了 能 和 好 朋友 一起 玩 吗 说白了 游戏 就是 消遣 时间 的 东西 别太 认真 你们 那些 大手子 啊 不用 在 我 面前 装高冷 也 不用说 你 有 多 猛 不乐意 听 惹 着 我 就 骂 你 我 说话 就是 这么 直白 说 到 你 心窝 里 让 你 不 舒服 了 你 可以 骂 我 但 可能 我 都 不会 正 眼看 你
22128,
22129,
22131,数据 是 不敢 嗮 辽 ， 刚 出炉 的 * 了解 一下 ？ 😅
22132,关键词 : 球球 的 万圣 夜 万圣节 ， 咕噜咕噜 带 着 小伙伴 ， 打扮 成 各种 模样 出来 参加 万圣 舞会 ！ 咕噜咕噜 带 着 南瓜 头 ， 希哩哩 打扮 成 小天使 ~ 菲 露露 虽然 没 打扮 ， 但是 舞会 很 开心 呐 ！
22133,好玩
22134,
22135,
22136,
22137,ID : 学生 不 伪装
22138,随便 玩玩
22139,谢谢 所有 陪伴 我 的 朋友 … …
22140,我 的 都 只是 回忆
22141,玩球 球 也 快 三年 了 认识 了 一大堆 的 小伙伴 ， 退游 的 退游 ， 取关 的 取关 ， 但是 你 始终 陪伴 于 我 ﻿ @ 闲星 ﻿ ， 平时 打游戏 有 吵闹 ， 互当 演员 ， 但是 我们 的 关系 还是 那么 的 好 ， 这 就是 这个 游戏 给 我 带来 最大 幸运 吧 ， 但是 我 不得已 还是 要说 一句 你 就是 个 弟弟
22143,会 玩 的 关注 一下 ' id 不 从命
22144,时光 飞逝 ， 转眼间 已经 回归 了 三天 了 。 这 三天 我过 的 很 开心 。 有 很多 队友 也 回归 了 ， 我们 每天 都 一起 打团 开单 。 回归 的 队友 ， 虽然 技术 有 一点点 的 下降 。 但是 我们 还是 可以 继续 练习 的 。 因为 我们 本来 都 是 从零开始 。 如果 要 技术 好 那 就是 时间 的 关系 ， 如果 时间 足够 ， 技术 还是 会 回到 以前 那样 。
22145,噜噜噜 加个 好友 呗 你 带 我 ！ ！ ！
22146,若 不能 独宠 就 不要 雨露 均 沾 ！ 打 了 几年 的 球球 有 想 过 退游 但是 不舍 现在 球球 已经 成 了 习惯 不想 改 也 改不了 ！ 喜欢 打球 的 可以 关注 一起 啊 ↓
22147,金 蘑菇 CDK 中大奖 了 ♥ 开心
22150,想 找 一些 心态 好 的 队友 ID 小勇 双刷
22151,"2019 年 更新 版本 … … 10.0 点赞 并 关注 我 … … 可以 来 拿 礼物 ， 随机 礼物 ， 有 光环 , 孢子 … … 巧克力 ， 7 彩 玫瑰 ， 等等 … …"
22153,曾经 因为 前任 一直 放不下 球球 ， 现在 终于 放下 了
22154,我 非常 的 喜欢 球球 大 作战 ， 因为 它 给 我 带来 了 开心 与 快乐 。
22155,感觉 球球 里面 的 狗 ? 有点 多 ， 不是 骗球 狗 就是 抢球 狗 ， 是 真的 烦
22156,球球 不 倒 ， 我 陪你到 老 ， 球宝们
22157,球球 不 倒 ， 陪你到 老 。
22158,玩 了 三年 了 ， 一直 陪伴着 我 。 我 真心
22160,虽然 我 很 菜 但是 我 还是 想 玩 啊 还是 想 坑人 啊
22161,我 想 问 一下 宇宙 币 是不是 没有 用 了
22162,虽然 只 玩 了 两年 ， 但是 球球 不 倒 ， 陪你到 老 。
22163,这个 球球 我 玩 了 五年 了
22164,有人 关注 我 么
22165,我 想 知道 棒棒糖 现在 有 啥 用
22166,从 初三 到 高三 ， 有 很多 回忆 ， 以前 一起 玩 的 朋友 走 的 走散 的 散 ， 现在 回归 ， 有 一起 玩 的 吗
22167,找 死党 ， 找 闺蜜 ， 找 陪聊 ， 找 队友 ， 真心 的 ， 有意 的 加 一下 ， QQ2489665653
22168,找 大逃杀 队友 ， 心态 好 + 测涨 + 稳中秀
22169,不知 说 什么 ， 好 吧 人生 好 无聊
22170,球球 一个 游戏 ， 却 开启 了 我 的 人生
22171,球球 玩 了 三年 了 ， 有着 我 最 珍贵 的 回忆 ， 他们 总说 我 幼稚 这么 大 了 还 玩 这种 游戏 ， 我 回答 他们 ： 你们 不 懂 ， 这 叫 回忆 和 青春 ， 球球 不 老 ， 我们 不变
22172,我 就是 我 ， 不 一样 的 烟火 ！ 球球 不 倒 ， 陪你到 老 ！
22173,过世 凯旋 ， 啧啧 啧啧 啧啧 啧啧 啧
22174,处 队友 丫球球 id 南笙 4488
22176,
22177,留言板 求点 赞 ， 谢谢 大家 ！
22178,怎么 会 这 样子
22179,哔哩 哔哩 的 球球 主播 了解 一下 吗 房间 号 12828158 哔哩 哔哩 搜索 翅 与 沫
22180,时间 过得 很快 ， 球球 大 作战 新 的 一个月 了 。
22181,回关
22185,yle = background - color : rgb255 255 255 ; color : rgb45 45 45 ; > 我 已经 尽心尽力 了 ， 但是 我 尽心尽力 对待 你 ， 你 是不是 还 喜欢 我 ， 我 已经 不在乎 了 ， 你 讨厌 我 我 也 无所谓 的 ， 然后 我 尽心尽力 的 做 了 这件 事情 ， 他 效果 是不是 达到 了 我 的 预期 ， 我 也 不是 很 在乎 ， 随便 了 ， 为什么 呢 ？ 因为 有件事 叫做 尽人事听 天命 ， 我 能够 掌控 的 只有 我 是否 尽力 ， 至于 我 经历 之后 ， 这个 结果 是 好 还是 不好 ， 别人 喜欢 我 还是 不 喜欢 我 ， 这 不是 我能 掌控 的 ， 这 是 有 一个 bg boss 在 掌控 的 ， 所以 我 不能 掌控 的 东西 ， 我 很少 去 费力 再 去 琢磨 了 ， 你 喜欢 我 很 好 ， 你 不 喜欢 我 ， 无可奈何 ， 就 这样 吧 ！
